"","Biennium","Committee","Name"
"3641","2015-16","House Committee on Appropriations","Joe Schmick"
"3642","2015-16","House Committee on Appropriations","Tana Senn"
"3643","2015-16","House Committee on Appropriations","Larry Springer"
"3644","2015-16","House Committee on Appropriations","Drew Stokesbary"
"3645","2015-16","House Committee on Appropriations","Pat Sullivan"
"3646","2015-16","House Committee on Appropriations","David Taylor"
"3647","2015-16","House Committee on Appropriations","Steve Tharinger"
"3648","2015-16","House Committee on Appropriations","Luanne Van Werven"
"3649","2015-16","House Committee on Appropriations","Brady Walkinshaw"
"3650","2015-16","House Committee on Business & Financial Services","Derek Stanford"
"3651","2015-16","House Committee on Business & Financial Services","Gina McCabe"
"3652","2015-16","House Committee on Business & Financial Services","Steve Kirby"
"3653","2015-16","House Committee on Business & Financial Services","Brandon Vick"
"3654","2015-16","House Committee on Business & Financial Services","Kevin Parker"
"3655","2015-16","House Committee on Business & Financial Services","Andrew Barkis"
"3656","2015-16","House Committee on Business & Financial Services","Brian Blake"
"3657","2015-16","House Committee on Business & Financial Services","Mary Dye"
"3658","2015-16","House Committee on Business & Financial Services","Graham Hunt"
"3659","2015-16","House Committee on Business & Financial Services","Christopher Hurst"
"3660","2015-16","House Committee on Business & Financial Services","Linda Kochmar"
"3661","2015-16","House Committee on Business & Financial Services","Drew MacEwen"
"3662","2015-16","House Committee on Business & Financial Services","Cindy Ryu"
"3663","2015-16","House Committee on Business & Financial Services","Sharon Tomiko Santos"
"3664","2015-16","House Committee on Capital Budget","Hans Dunshee"
"3665","2015-16","House Committee on Capital Budget","Steve Tharinger"
"3666","2015-16","House Committee on Capital Budget","Derek Stanford"
"3667","2015-16","House Committee on Capital Budget","Richard DeBolt"
"3668","2015-16","House Committee on Capital Budget","Norma Smith"
"3669","2015-16","House Committee on Capital Budget","Christine Kilduff"
"3670","2015-16","House Committee on Capital Budget","Linda Kochmar"
"3671","2015-16","House Committee on Capital Budget","Strom Peterson"
"3672","2015-16","House Committee on Capital Budget","Marcus Riccelli"
"3673","2015-16","House Committee on Capital Budget","Maureen Walsh"
"3674","2015-16","House Committee on Commerce & Gaming","Cary Condotta"
"3675","2015-16","House Committee on Commerce & Gaming","Christopher Hurst"
"3676","2015-16","House Committee on Commerce & Gaming","Sharon Wylie"
"3677","2015-16","House Committee on Commerce & Gaming","Jeff Holy"
"3678","2015-16","House Committee on Commerce & Gaming","Brian Blake"
"3679","2015-16","House Committee on Commerce & Gaming","Steve Kirby"
"3680","2015-16","House Committee on Commerce & Gaming","Luis Moscoso"
"3681","2015-16","House Committee on Commerce & Gaming","Elizabeth Scott"
"3682","2015-16","House Committee on Commerce & Gaming","Kevin Van De Wege"
"3683","2015-16","House Committee on Commerce & Gaming","Brandon Vick"
"3684","2015-16","House Committee on Community Development, Housing & Tribal Affairs","Cindy Ryu"
"3685","2015-16","House Committee on Community Development, Housing & Tribal Affairs","June Robinson"
"3686","2015-16","House Committee on Community Development, Housing & Tribal Affairs","Norm Johnson"
"3687","2015-16","House Committee on Community Development, Housing & Tribal Affairs","Lynda Wilson"
"3688","2015-16","House Committee on Community Development, Housing & Tribal Affairs","Hans Zeiger"
"3689","2015-16","House Committee on Community Development, Housing & Tribal Affairs","Sherry Appleton"
"3690","2015-16","House Committee on Community Development, Housing & Tribal Affairs","Brad Hawkins"
"3691","2015-16","House Committee on Community Development, Housing & Tribal Affairs","Teri Hickel"
"3692","2015-16","House Committee on Community Development, Housing & Tribal Affairs","Luis Moscoso"
"3693","2015-16","House Committee on Community Development, Housing & Tribal Affairs","David Sawyer"
"3694","2015-16","House Committee on Community Development, Housing & Tribal Affairs","Kevin Van De Wege"
"3695","2015-16","House Committee on Early Learning & Human Services","Ruth Kagi"
"3696","2015-16","House Committee on Early Learning & Human Services","Tana Senn"
"3697","2015-16","House Committee on Early Learning & Human Services","Maureen Walsh"
"3698","2015-16","House Committee on Early Learning & Human Services","Tom Dent"
"3699","2015-16","House Committee on Early Learning & Human Services","Jessyn Farrell"
"3700","2015-16","House Committee on Early Learning & Human Services","Brad Hawkins"
"3701","2015-16","House Committee on Early Learning & Human Services","Christine Kilduff"
"3702","2015-16","House Committee on Early Learning & Human Services","Bob McCaslin"
"3703","2015-16","House Committee on Early Learning & Human Services","Lillian Ortiz-Self"
"3704","2015-16","House Committee on Early Learning & Human Services","David Sawyer"
"3705","2015-16","House Committee on Early Learning & Human Services","Elizabeth Scott"
"3706","2015-16","House Committee on Early Learning & Human Services","Brady Walkinshaw"
"3707","2015-16","House Committee on Education","Sharon Tomiko Santos"
"3708","2015-16","House Committee on Education","Lillian Ortiz-Self"
"3709","2015-16","House Committee on Education","Chris Reykdal"
"3710","2015-16","House Committee on Education","Chad Magendanz"
"3711","2015-16","House Committee on Education","Dick Muri"
"3712","2015-16","House Committee on Education","Melanie  Stambaugh"
"3713","2015-16","House Committee on Education","Steve Bergquist"
"3714","2015-16","House Committee on Education","Michelle Caldier"
"3715","2015-16","House Committee on Education","Susan Fagan"
"3716","2015-16","House Committee on Education","Carol Gregory"
"3717","2015-16","House Committee on Education","Dan Griffey"
"3718","2015-16","House Committee on Education","Mark Hargrove"
"3719","2015-16","House Committee on Education","Paul Harris"
"3720","2015-16","House Committee on Education","Dave Hayes"
"3721","2015-16","House Committee on Education","Sam Hunt"
"3722","2015-16","House Committee on Education","Christine Kilduff"
"3723","2015-16","House Committee on Education","Brad Klippert"
"3724","2015-16","House Committee on Education","Patty Kuderer"
"3725","2015-16","House Committee on Education","John Lovick"
"3726","2015-16","House Committee on Education","Kristine Lytton"
"3727","2015-16","House Committee on Education","Bob McCaslin"
"3728","2015-16","House Committee on Education","Tina Orwall"
"3729","2015-16","House Committee on Education","Kevin Parker"
"3730","2015-16","House Committee on Education","Gerry Pollet"
"3731","2015-16","House Committee on Education","JD Rossetti"
"3732","2015-16","House Committee on Education","Larry Springer"
"3733","2015-16","House Committee on Environment","Joe Fitzgibbon"
"3734","2015-16","House Committee on Environment","Strom Peterson"
"3735","2015-16","House Committee on Environment","Matt Shea"
"3736","2015-16","House Committee on Environment","Shelly Short"
"3737","2015-16","House Committee on Environment","Mary Dye"
"3738","2015-16","House Committee on Environment","Jessyn Farrell"
"3739","2015-16","House Committee on Environment","Jake Fey"
"3740","2015-16","House Committee on Environment","Roger Goodman"
"3741","2015-16","House Committee on Environment","Paul Harris"
"3742","2015-16","House Committee on Environment","Joan McBride"
"3743","2015-16","House Committee on Environment","Liz Pike"
"3744","2015-16","House Committee on Environment","David Taylor"
"3745","2015-16","House Committee on Finance","Kristine Lytton"
"3746","2015-16","House Committee on Finance","June Robinson"
"3747","2015-16","House Committee on Finance","Terry Nealey"
"3748","2015-16","House Committee on Finance","Ed Orcutt"
"3749","2015-16","House Committee on Finance","Reuven Carlyle"
"3750","2015-16","House Committee on Finance","Cary Condotta"
"3751","2015-16","House Committee on Finance","Joe Fitzgibbon"
"3752","2015-16","House Committee on Finance","Noel Frame"
"3753","2015-16","House Committee on Finance","Matt Manweller"
"3754","2015-16","House Committee on Finance","Gerry Pollet"
"3755","2015-16","House Committee on Finance","Chris Reykdal"
"3756","2015-16","House Committee on Finance","Cindy Ryu"
"3757","2015-16","House Committee on Finance","Larry Springer"
"3758","2015-16","House Committee on Finance","Drew Stokesbary"
"3759","2015-16","House Committee on Finance","Steve Tharinger"
"3760","2015-16","House Committee on Finance","Brandon Vick"
"3761","2015-16","House Committee on Finance","J.T. Wilcox"
"3762","2015-16","House Committee on Finance","Sharon Wylie"
"3763","2015-16","House Committee on General Government & Information Technology","Zack Hudgins"
"3764","2015-16","House Committee on General Government & Information Technology","Patty Kuderer"
"3765","2015-16","House Committee on General Government & Information Technology","Drew MacEwen"
"3766","2015-16","House Committee on General Government & Information Technology","Michelle Caldier"
"3767","2015-16","House Committee on General Government & Information Technology","Norm Johnson"
"3768","2015-16","House Committee on General Government & Information Technology","Gina McCabe"
"3769","2015-16","House Committee on General Government & Information Technology","Jeff Morris"
"3770","2015-16","House Committee on General Government & Information Technology","Tana Senn"
"3771","2015-16","House Committee on General Government & Information Technology","Dean Takko"
"3772","2015-16","House Committee on Health Care & Wellness","Eileen Cody"
"3773","2015-16","House Committee on Health Care & Wellness","Marcus Riccelli"
"3774","2015-16","House Committee on Health Care & Wellness","Joe Schmick"
"3775","2015-16","House Committee on Health Care & Wellness","Paul Harris"
"3776","2015-16","House Committee on Health Care & Wellness","Michelle Caldier"
"3777","2015-16","House Committee on Health Care & Wellness","Judy Clibborn"
"3778","2015-16","House Committee on Health Care & Wellness","Richard DeBolt"
"3779","2015-16","House Committee on Health Care & Wellness","Laurie Jinkins"
"3780","2015-16","House Committee on Health Care & Wellness","Norm Johnson"
"3781","2015-16","House Committee on Health Care & Wellness","Jim Moeller"
"3782","2015-16","House Committee on Health Care & Wellness","June Robinson"
"3783","2015-16","House Committee on Health Care & Wellness","Jay Rodne"
"3784","2015-16","House Committee on Health Care & Wellness","Shelly Short"
"3785","2015-16","House Committee on Health Care & Wellness","Steve Tharinger"
"3786","2015-16","House Committee on Health Care & Wellness","Kevin Van De Wege"
"3787","2015-16","House Committee on Higher Education","Larry Haler"
"3788","2015-16","House Committee on Higher Education","Drew Hansen"
"3789","2015-16","House Committee on Higher Education","Gerry Pollet"
"3790","2015-16","House Committee on Higher Education","Hans Zeiger"
"3791","2015-16","House Committee on Higher Education","Steve Bergquist"
"3792","2015-16","House Committee on Higher Education","Noel Frame"
"3793","2015-16","House Committee on Higher Education","Carol Gregory"
"3794","2015-16","House Committee on Higher Education","Mark Hargrove"
"3795","2015-16","House Committee on Higher Education","Jeff Holy"
"3796","2015-16","House Committee on Higher Education","Chris Reykdal"
"3797","2015-16","House Committee on Higher Education","Mike Sells"
"3798","2015-16","House Committee on Higher Education","Melanie  Stambaugh"
"3799","2015-16","House Committee on Higher Education","Gael Tarleton"
"3800","2015-16","House Committee on Higher Education","Luanne Van Werven"
"3801","2015-16","House Committee on Judiciary","Laurie Jinkins"
"3802","2015-16","House Committee on Judiciary","Christine Kilduff"
"3803","2015-16","House Committee on Judiciary","Jay Rodne"
"3804","2015-16","House Committee on Judiciary","Matt Shea"
"3805","2015-16","House Committee on Judiciary","Roger Goodman"
"3806","2015-16","House Committee on Judiciary","Larry Haler"
"3807","2015-16","House Committee on Judiciary","Drew Hansen"
"3808","2015-16","House Committee on Judiciary","Steve Kirby"
"3809","2015-16","House Committee on Judiciary","Brad Klippert"
"3810","2015-16","House Committee on Judiciary","Patty Kuderer"
"3811","2015-16","House Committee on Judiciary","Dick Muri"
"3812","2015-16","House Committee on Judiciary","Tina Orwall"
"3813","2015-16","House Committee on Judiciary","Drew Stokesbary"
"3814","2015-16","House Committee on Judiciary","Brady Walkinshaw"
"3815","2015-16","House Committee on Labor & Workplace Standards","Mike Sells"
"3816","2015-16","House Committee on Labor & Workplace Standards","Mia Gregerson"
"3817","2015-16","House Committee on Labor & Workplace Standards","Matt Manweller"
"3818","2015-16","House Committee on Labor & Workplace Standards","Graham Hunt"
"3819","2015-16","House Committee on Labor & Workplace Standards","Gina McCabe"
"3820","2015-16","House Committee on Labor & Workplace Standards","Jim Moeller"
"3821","2015-16","House Committee on Labor & Workplace Standards","Timm Ormsby"
"3822","2015-16","House Committee on Labor & Workplace Standards","Strom Peterson"
"3823","2015-16","House Committee on Labor & Workplace Standards","Norma Smith"
"3824","2015-16","House Committee on Local Government","Sherry Appleton"
"3825","2015-16","House Committee on Local Government","Dean Takko"
"3826","2015-16","House Committee on Local Government","Mia Gregerson"
"3827","2015-16","House Committee on Local Government","David Taylor"
"3828","2015-16","House Committee on Local Government","Dan Griffey"
"3829","2015-16","House Committee on Local Government","Andrew Barkis"
"3830","2015-16","House Committee on Local Government","Joe Fitzgibbon"
"3831","2015-16","House Committee on Local Government","Joan McBride"
"3832","2015-16","House Committee on Local Government","Bob McCaslin"
"3833","2015-16","House Committee on Local Government","Strom Peterson"
"3834","2015-16","House Committee on Local Government","Liz Pike"
"3835","2015-16","House Committee on Public Safety","Dave Hayes"
"3836","2015-16","House Committee on Public Safety","Roger Goodman"
"3837","2015-16","House Committee on Public Safety","Tina Orwall"
"3838","2015-16","House Committee on Public Safety","Brad Klippert"
"3839","2015-16","House Committee on Public Safety","Sherry Appleton"
"3840","2015-16","House Committee on Public Safety","Dan Griffey"
"3841","2015-16","House Committee on Public Safety","Luis Moscoso"
"3842","2015-16","House Committee on Public Safety","Eric Pettigrew"
"3843","2015-16","House Committee on Public Safety","Lynda Wilson"
"3844","2015-16","House Committee on Rules","Frank Chopp"
"3845","2015-16","House Committee on Rules","Steve Bergquist"
"3846","2015-16","House Committee on Rules","Jessyn Farrell"
"3847","2015-16","House Committee on Rules","Larry Haler"
"3848","2015-16","House Committee on Rules","Mark Harmsworth"
"3849","2015-16","House Committee on Rules","Paul Harris"
"3850","2015-16","House Committee on Rules","Teri Hickel"
"3851","2015-16","House Committee on Rules","Joel Kretz"
"3852","2015-16","House Committee on Rules","Dan Kristiansen"
"3853","2015-16","House Committee on Rules","Kristine Lytton"
"3854","2015-16","House Committee on Rules","Joan McBride"
"3855","2015-16","House Committee on Rules","Jim Moeller"
"3856","2015-16","House Committee on Rules","Tina Orwall"
"3857","2015-16","House Committee on Rules","Eric Pettigrew"
"3858","2015-16","House Committee on Rules","Chris Reykdal"
"3859","2015-16","House Committee on Rules","Marcus Riccelli"
"3860","2015-16","House Committee on Rules","Cindy Ryu"
"3861","2015-16","House Committee on Rules","Shelly Short"
"3862","2015-16","House Committee on Rules","Larry Springer"
"3863","2015-16","House Committee on Rules","Melanie  Stambaugh"
"3864","2015-16","House Committee on Rules","Pat Sullivan"
"3865","2015-16","House Committee on Rules","Gael Tarleton"
"3866","2015-16","House Committee on Rules","Kevin Van De Wege"
"3867","2015-16","House Committee on Rules","J.T. Wilcox"
"3868","2015-16","House Committee on Rules","Jesse Young"
"3869","2015-16","House Committee on Rules","Hans Zeiger"
"3870","2015-16","House Committee on State Government","Sam Hunt"
"3871","2015-16","House Committee on State Government","Steve Bergquist"
"3872","2015-16","House Committee on State Government","Jeff Holy"
"3873","2015-16","House Committee on State Government","Luanne Van Werven"
"3874","2015-16","House Committee on State Government","Sherry Appleton"
"3875","2015-16","House Committee on State Government","Noel Frame"
"3876","2015-16","House Committee on State Government","Carol Gregory"
"3877","2015-16","House Committee on State Government","Brad Hawkins"
"3878","2015-16","House Committee on State Government","Luis Moscoso"
"3879","2015-16","House Committee on Technology & Economic Development","Richard DeBolt"
"3880","2015-16","House Committee on Technology & Economic Development","Jeff Morris"
"3881","2015-16","House Committee on Technology & Economic Development","Gael Tarleton"
"3882","2015-16","House Committee on Technology & Economic Development","Norma Smith"
"3883","2015-16","House Committee on Technology & Economic Development","Jake Fey"
"3884","2015-16","House Committee on Technology & Economic Development","Mark Harmsworth"
"3885","2015-16","House Committee on Technology & Economic Development","Zack Hudgins"
"3886","2015-16","House Committee on Technology & Economic Development","Chad Magendanz"
"3887","2015-16","House Committee on Technology & Economic Development","Terry Nealey"
"3888","2015-16","House Committee on Technology & Economic Development","JD Rossetti"
"3889","2015-16","House Committee on Technology & Economic Development","Cindy Ryu"
"3890","2015-16","House Committee on Technology & Economic Development","Sharon Tomiko Santos"
"3891","2015-16","House Committee on Technology & Economic Development","Sharon Wylie"
"3892","2015-16","House Committee on Technology & Economic Development","Jesse Young"
"3893","2015-16","House Committee on Transportation","Judy Clibborn"
"3894","2015-16","House Committee on Transportation","Jessyn Farrell"
"3895","2015-16","House Committee on Transportation","Jake Fey"
"3896","2015-16","House Committee on Transportation","Luis Moscoso"
"3897","2015-16","House Committee on Transportation","Ed Orcutt"
"3898","2015-16","House Committee on Transportation","Mark Hargrove"
"3899","2015-16","House Committee on Transportation","Mark Harmsworth"
"3900","2015-16","House Committee on Transportation","Steve Bergquist"
"3901","2015-16","House Committee on Transportation","Mia Gregerson"
"3902","2015-16","House Committee on Transportation","Dave Hayes"
"3903","2015-16","House Committee on Transportation","Teri Hickel"
"3904","2015-16","House Committee on Transportation","Linda Kochmar"
"3905","2015-16","House Committee on Transportation","Joan McBride"
"3906","2015-16","House Committee on Transportation","Jim Moeller"
"3907","2015-16","House Committee on Transportation","Jeff Morris"
"3908","2015-16","House Committee on Transportation","Lillian Ortiz-Self"
"3909","2015-16","House Committee on Transportation","Liz Pike"
"3910","2015-16","House Committee on Transportation","Marcus Riccelli"
"3911","2015-16","House Committee on Transportation","Jay Rodne"
"3912","2015-16","House Committee on Transportation","JD Rossetti"
"3913","2015-16","House Committee on Transportation","Mike Sells"
"3914","2015-16","House Committee on Transportation","Matt Shea"
"3915","2015-16","House Committee on Transportation","Melanie  Stambaugh"
"3916","2015-16","House Committee on Transportation","Dean Takko"
"3917","2015-16","House Committee on Transportation","Gael Tarleton"
"3918","2015-16","House Committee on Transportation","Lynda Wilson"
"3919","2015-16","House Committee on Transportation","Jesse Young"
"3920","2015-16","House Committee on Transportation","Hans Zeiger"
"3921","2015-16","Senate Committee on Accountability & Reform","Mark Miloscia"
"3922","2015-16","Senate Committee on Accountability & Reform","Mike Padden"
"3923","2015-16","Senate Committee on Accountability & Reform","Karen Fraser"
"3924","2015-16","Senate Committee on Accountability & Reform","Pramila Jayapal"
"3925","2015-16","Senate Committee on Accountability & Reform","Brian Dansel"
"3926","2015-16","Senate Committee on Accountability & Reform","Rosemary McAuliffe"
"3927","2015-16","Senate Committee on Agriculture, Water & Rural Economic Development","Judy Warnick"
"3928","2015-16","Senate Committee on Agriculture, Water & Rural Economic Development","Brian Dansel"
"3929","2015-16","Senate Committee on Agriculture, Water & Rural Economic Development","Dean Takko"
"3930","2015-16","Senate Committee on Agriculture, Water & Rural Economic Development","Brian Hatfield"
"3931","2015-16","Senate Committee on Agriculture, Water & Rural Economic Development","Steve Hobbs"
"3932","2015-16","Senate Committee on Agriculture, Water & Rural Economic Development","Jim Honeyford"
"3933","2015-16","Senate Committee on Commerce & Labor","Michael Baumgartner"
"3934","2015-16","Senate Committee on Commerce & Labor","John Braun"
"3935","2015-16","Senate Committee on Commerce & Labor","Bob Hasegawa"
"3936","2015-16","Senate Committee on Commerce & Labor","Steve Conway"
"3937","2015-16","Senate Committee on Commerce & Labor","Karen Keiser"
"3938","2015-16","Senate Committee on Commerce & Labor","Curtis King"
"3939","2015-16","Senate Committee on Commerce & Labor","Judy Warnick"
"3940","2015-16","Senate Committee on Early Learning & K-12 Education","Steve Litzow"
"3941","2015-16","Senate Committee on Early Learning & K-12 Education","Bruce Dammeier"
"3942","2015-16","Senate Committee on Early Learning & K-12 Education","Rosemary McAuliffe"
"3943","2015-16","Senate Committee on Early Learning & K-12 Education","Andy Billig"
"3944","2015-16","Senate Committee on Early Learning & K-12 Education","Joe Fain"
"3945","2015-16","Senate Committee on Early Learning & K-12 Education","Andy Hill"
"3946","2015-16","Senate Committee on Early Learning & K-12 Education","Mark Mullet"
"3947","2015-16","Senate Committee on Early Learning & K-12 Education","Ann Rivers"
"3948","2015-16","Senate Committee on Early Learning & K-12 Education","Christine Rolfes"
"3949","2015-16","Senate Committee on Energy, Environment & Telecommunications","Doug Ericksen"
"3950","2015-16","Senate Committee on Energy, Environment & Telecommunications","Tim Sheldon"
"3951","2015-16","Senate Committee on Energy, Environment & Telecommunications","John McCoy"
"3952","2015-16","Senate Committee on Energy, Environment & Telecommunications","John Braun"
"3953","2015-16","Senate Committee on Energy, Environment & Telecommunications","Sharon Brown"
"3954","2015-16","Senate Committee on Energy, Environment & Telecommunications","Annette Cleveland"
"3955","2015-16","Senate Committee on Energy, Environment & Telecommunications","Cyrus Habib"
"3956","2015-16","Senate Committee on Energy, Environment & Telecommunications","Jim Honeyford"
"3957","2015-16","Senate Committee on Energy, Environment & Telecommunications","Kevin Ranker"
"3958","2015-16","Senate Committee on Financial Institutions & Insurance","Don Benton"
"3959","2015-16","Senate Committee on Financial Institutions & Insurance","Jan Angel"
"3960","2015-16","Senate Committee on Financial Institutions & Insurance","Mark Mullet"
"3961","2015-16","Senate Committee on Financial Institutions & Insurance","Jeannie Darneille"
"3962","2015-16","Senate Committee on Financial Institutions & Insurance","Joe Fain"
"3963","2015-16","Senate Committee on Financial Institutions & Insurance","Steve Hobbs"
"3964","2015-16","Senate Committee on Financial Institutions & Insurance","Steve Litzow"
"3965","2015-16","Senate Committee on Financial Institutions & Insurance","Sharon Nelson"
"3966","2015-16","Senate Committee on Financial Institutions & Insurance","Jamie Pedersen"
"3967","2015-16","Senate Committee on Financial Institutions & Insurance","Pam Roach"
"3968","2015-16","Senate Committee on Government Operations & Security","Pam Roach"
"3969","2015-16","Senate Committee on Government Operations & Security","Don Benton"
"3970","2015-16","Senate Committee on Government Operations & Security","Kirk Pearson"
"3971","2015-16","Senate Committee on Government Operations & Security","Marko Liias"
"3972","2015-16","Senate Committee on Government Operations & Security","John McCoy"
"3973","2015-16","Senate Committee on Government Operations & Security","Brian Dansel"
"3974","2015-16","Senate Committee on Government Operations & Security","Cyrus Habib"
"3975","2015-16","Senate Committee on Government Operations & Security","Dean Takko"
"3976","2015-16","Senate Committee on Health Care","Randi Becker"
"3977","2015-16","Senate Committee on Health Care","Bruce Dammeier"
"3978","2015-16","Senate Committee on Health Care","Annette Cleveland"
"3979","2015-16","Senate Committee on Health Care","Jan Angel"
"3980","2015-16","Senate Committee on Health Care","Barbara Bailey"
"3981","2015-16","Senate Committee on Health Care","Michael Baumgartner"
"3982","2015-16","Senate Committee on Health Care","Sharon Brown"
"3983","2015-16","Senate Committee on Health Care","Steve Conway"
"3984","2015-16","Senate Committee on Health Care","David Frockt"
"3985","2015-16","Senate Committee on Health Care","Pramila Jayapal"
"3986","2015-16","Senate Committee on Health Care","Karen Keiser"
"3987","2015-16","Senate Committee on Health Care","Linda Evans Parlette"
"3988","2015-16","Senate Committee on Health Care","Ann Rivers"
"3989","2015-16","Senate Committee on Higher Education","Barbara Bailey"
"3990","2015-16","Senate Committee on Higher Education","Michael Baumgartner"
"3991","2015-16","Senate Committee on Higher Education","David Frockt"
"3992","2015-16","Senate Committee on Higher Education","Jeanne Kohl-Welles"
"3993","2015-16","Senate Committee on Higher Education","Randi Becker"
"3994","2015-16","Senate Committee on Higher Education","Reuven Carlyle"
"3995","2015-16","Senate Committee on Higher Education","Marko Liias"
"3996","2015-16","Senate Committee on Higher Education","Mark Miloscia"
"3997","2015-16","Senate Committee on Human Services, Mental Health & Housing","Steve O'Ban"
"3998","2015-16","Senate Committee on Human Services, Mental Health & Housing","Mark Miloscia"
"3999","2015-16","Senate Committee on Human Services, Mental Health & Housing","Jeannie Darneille"
"4000","2015-16","Senate Committee on Human Services, Mental Health & Housing","Jim Hargrove"
"4001","2015-16","Senate Committee on Human Services, Mental Health & Housing","Mike Padden"
"4002","2015-16","Senate Committee on Law & Justice","Mike Padden"
"4003","2015-16","Senate Committee on Law & Justice","Steve O'Ban"
"4004","2015-16","Senate Committee on Law & Justice","Jamie Pedersen"
"4005","2015-16","Senate Committee on Law & Justice","Jeannie Darneille"
"4006","2015-16","Senate Committee on Law & Justice","David Frockt"
"4007","2015-16","Senate Committee on Law & Justice","Jeanne Kohl-Welles"
"4008","2015-16","Senate Committee on Law & Justice","Kirk Pearson"
"4009","2015-16","Senate Committee on Law & Justice","Pam Roach"
"4010","2015-16","Senate Committee on Natural Resources & Parks","Kirk Pearson"
"4011","2015-16","Senate Committee on Natural Resources & Parks","Brian Dansel"
"4012","2015-16","Senate Committee on Natural Resources & Parks","Pramila Jayapal"
"4013","2015-16","Senate Committee on Natural Resources & Parks","Brian Hatfield"
"4014","2015-16","Senate Committee on Natural Resources & Parks","Maralyn Chase"
"4015","2015-16","Senate Committee on Natural Resources & Parks","Karen Fraser"
"4016","2015-16","Senate Committee on Natural Resources & Parks","Mike Hewitt"
"4017","2015-16","Senate Committee on Natural Resources & Parks","Rosemary McAuliffe"
"4018","2015-16","Senate Committee on Natural Resources & Parks","Judy Warnick"
"4019","2015-16","Senate Committee on Rules","Pam Roach"
"4020","2015-16","Senate Committee on Rules","Barbara Bailey"
"4021","2015-16","Senate Committee on Rules","Don Benton"
"4022","2015-16","Senate Committee on Rules","Andy Billig"
"4023","2015-16","Senate Committee on Rules","Maralyn Chase"
"4024","2015-16","Senate Committee on Rules","Bruce Dammeier"
"4025","2015-16","Senate Committee on Rules","Doug Ericksen"
"4026","2015-16","Senate Committee on Rules","Joe Fain"
"4027","2015-16","Senate Committee on Rules","Karen Fraser"
"4028","2015-16","Senate Committee on Rules","Bob Hasegawa"
"4029","2015-16","Senate Committee on Rules","Jim Honeyford"
"4030","2015-16","Senate Committee on Rules","Curtis King"
"4031","2015-16","Senate Committee on Rules","Mark Mullet"
"4032","2015-16","Senate Committee on Rules","Sharon Nelson"
"4033","2015-16","Senate Committee on Rules","Linda Evans Parlette"
"4034","2015-16","Senate Committee on Rules","Kirk Pearson"
"4035","2015-16","Senate Committee on Rules","Ann Rivers"
"4036","2015-16","Senate Committee on Rules","Christine Rolfes"
"4037","2015-16","Senate Committee on Rules","Mark Schoesler"
"4038","2015-16","Senate Committee on Rules","Tim Sheldon"
"4039","2015-16","Senate Committee on Trade & Economic Development","Sharon Brown"
"4040","2015-16","Senate Committee on Trade & Economic Development","John Braun"
"4041","2015-16","Senate Committee on Trade & Economic Development","Maralyn Chase"
"4042","2015-16","Senate Committee on Trade & Economic Development","Jan Angel"
"4043","2015-16","Senate Committee on Trade & Economic Development","Reuven Carlyle"
"4044","2015-16","Senate Committee on Trade & Economic Development","Doug Ericksen"
"4045","2015-16","Senate Committee on Trade & Economic Development","David Frockt"
"4046","2015-16","Senate Committee on Trade & Economic Development","John McCoy"
"4047","2015-16","Senate Committee on Transportation","Curtis King"
"4048","2015-16","Senate Committee on Transportation","Don Benton"
"4049","2015-16","Senate Committee on Transportation","Joe Fain"
"4050","2015-16","Senate Committee on Transportation","Steve Hobbs"
"4051","2015-16","Senate Committee on Transportation","Marko Liias"
"4052","2015-16","Senate Committee on Transportation","Michael Baumgartner"
"4053","2015-16","Senate Committee on Transportation","Reuven Carlyle"
"4054","2015-16","Senate Committee on Transportation","Annette Cleveland"
"4055","2015-16","Senate Committee on Transportation","Doug Ericksen"
"4056","2015-16","Senate Committee on Transportation","Cyrus Habib"
"4057","2015-16","Senate Committee on Transportation","Pramila Jayapal"
"4058","2015-16","Senate Committee on Transportation","Steve Litzow"
"4059","2015-16","Senate Committee on Transportation","Mark Miloscia"
"4060","2015-16","Senate Committee on Transportation","Jamie Pedersen"
"4061","2015-16","Senate Committee on Transportation","Ann Rivers"
"4062","2015-16","Senate Committee on Transportation","Tim Sheldon"
"4063","2015-16","Senate Committee on Transportation","Dean Takko"
"4064","2015-16","Senate Committee on Ways & Means","Andy Hill"
"4065","2015-16","Senate Committee on Ways & Means","John Braun"
"4066","2015-16","Senate Committee on Ways & Means","Bruce Dammeier"
"4067","2015-16","Senate Committee on Ways & Means","Jim Honeyford"
"4068","2015-16","Senate Committee on Ways & Means","Jim Hargrove"
"4069","2015-16","Senate Committee on Ways & Means","Kevin Ranker"
"4070","2015-16","Senate Committee on Ways & Means","Karen Keiser"
"4071","2015-16","Senate Committee on Ways & Means","Barbara Bailey"
"4072","2015-16","Senate Committee on Ways & Means","Randi Becker"
"4073","2015-16","Senate Committee on Ways & Means","Andy Billig"
"4074","2015-16","Senate Committee on Ways & Means","Sharon Brown"
"4075","2015-16","Senate Committee on Ways & Means","Steve Conway"
"4076","2015-16","Senate Committee on Ways & Means","Jeannie Darneille"
"4077","2015-16","Senate Committee on Ways & Means","Karen Fraser"
"4078","2015-16","Senate Committee on Ways & Means","Bob Hasegawa"
"4079","2015-16","Senate Committee on Ways & Means","Brian Hatfield"
"4080","2015-16","Senate Committee on Ways & Means","Mike Hewitt"
