biennium,committee,name,isChair,isVice,
2011-12,House Committee on Early Learning & Human Services,Roger Goodman,,,
2011-12,House Committee on Early Learning & Human Services,Norm Johnson,,,
2011-12,House Committee on Early Learning & Human Services,Tina Orwall,,,
2011-12,House Committee on Early Learning & Human Services,Jason Overstreet,,,
2011-12,House Committee on Education,Sharon Tomiko Santos,1,,
2011-12,House Committee on Education,Kristine Lytton,,1,
2011-12,House Committee on Education,Bruce Dammeier,,,
2011-12,House Committee on Education,Glenn Anderson,,,
2011-12,House Committee on Education,Cathy Dahlquist,,,
2011-12,House Committee on Education,John Ahern,,,
2011-12,House Committee on Education,Jan Angel,,,
2011-12,House Committee on Education,Andy Billig,,,
2011-12,House Committee on Education,Susan Fagan,,,
2011-12,House Committee on Education,Fred Finn,,,
2011-12,House Committee on Education,Kathy Haigh,,,
2011-12,House Committee on Education,Mark Hargrove,,,
2011-12,House Committee on Education,Sam Hunt,,,
2011-12,House Committee on Education,Brad Klippert,,,
2011-12,House Committee on Education,Joel Kretz,,,
2011-12,House Committee on Education,Connie Ladenburg,,,
2011-12,House Committee on Education,Marko Liias,,,
2011-12,House Committee on Education,Marcie Maxwell,,,
2011-12,House Committee on Education,John McCoy,,,
2011-12,House Committee on Education,Kevin Parker,,,
2011-12,House Committee on Education,Tim Probst,,,
2011-12,House Committee on Education,J.T. Wilcox,,,
2011-12,House Committee on Education Appropriations & Oversight,Kathy Haigh,1,,
2011-12,House Committee on Education Appropriations & Oversight,Tim Probst,,1,
2011-12,House Committee on Education Appropriations & Oversight,Glenn Anderson,,,
2011-12,House Committee on Education Appropriations & Oversight,Bruce Dammeier,,,
2011-12,House Committee on Education Appropriations & Oversight,Susan Fagan,,,
2011-12,House Committee on Education Appropriations & Oversight,Cathy Dahlquist,,,
2011-12,House Committee on Education Appropriations & Oversight,David Frockt,,,
2011-12,House Committee on Education Appropriations & Oversight,Drew Hansen,,,
2011-12,House Committee on Education Appropriations & Oversight,Mark Hargrove,,,
2011-12,House Committee on Education Appropriations & Oversight,Mike Hope,,,
2011-12,House Committee on Education Appropriations & Oversight,Marcie Maxwell,,,
2011-12,House Committee on Education Appropriations & Oversight,Terry Nealey,,,
2011-12,House Committee on Education Appropriations & Oversight,Tina Orwall,,,
2011-12,House Committee on Education Appropriations & Oversight,Gerry Pollet,,,
2011-12,House Committee on Education Appropriations & Oversight,Chris Reykdal,,,
2011-12,House Committee on Education Appropriations & Oversight,Christine Rolfes,,,
2011-12,House Committee on Education Appropriations & Oversight,Sharon Tomiko Santos,,,
2011-12,House Committee on Education Appropriations & Oversight,Larry Seaquist,,,
2011-12,House Committee on Education Appropriations & Oversight,Mike Sells,,,
2011-12,House Committee on Education Appropriations & Oversight,Shelly Short,,,
2011-12,House Committee on Education Appropriations & Oversight,Derek Stanford,,,
2011-12,House Committee on Environment,Dave Upthegrove,1,,
2011-12,House Committee on Environment,Christine Rolfes,,1,
2011-12,House Committee on Environment,Steve Tharinger,,,
2011-12,House Committee on Environment,Shelly Short,,,
2011-12,House Committee on Environment,Paul Harris,,,
2011-12,House Committee on Environment,Larry Crouse,,,
2011-12,House Committee on Environment,Joe Fitzgibbon,,,
2011-12,House Committee on Environment,Drew Hansen,,,
2011-12,House Committee on Environment,Jim Jacks,,,
2011-12,House Committee on Environment,Laurie Jinkins,,,
2011-12,House Committee on Environment,Jeff Morris,,,
2011-12,House Committee on Environment,Luis Moscoso,,,
2011-12,House Committee on Environment,Terry Nealey,,,
2011-12,House Committee on Environment,Jason Overstreet,,,
2011-12,House Committee on Environment,Kirk Pearson,,,
2011-12,House Committee on Environment,Liz Pike,,,
2011-12,House Committee on Environment,Gerry Pollet,,,
2011-12,House Committee on Environment,Matt Shea,,,
2011-12,House Committee on Environment,Dean Takko,,,
2011-12,House Committee on Environment,David Taylor,,,
2011-12,House Committee on Environment,Sharon Wylie,,,
2011-12,House Committee on General Government Appropriations & Oversight,Zack Hudgins,1,,
2011-12,House Committee on General Government Appropriations & Oversight,Mark Miloscia,,1,
2011-12,House Committee on General Government Appropriations & Oversight,Luis Moscoso,,,
2011-12,House Committee on General Government Appropriations & Oversight,Jim McCune,,,
2011-12,House Committee on General Government Appropriations & Oversight,David Taylor,,,
2011-12,House Committee on General Government Appropriations & Oversight,John Ahern,,,
2011-12,House Committee on General Government Appropriations & Oversight,Mike Armstrong,,,
2011-12,House Committee on General Government Appropriations & Oversight,Brian Blake,,,
2011-12,House Committee on General Government Appropriations & Oversight,Joe Fitzgibbon,,,
2011-12,House Committee on General Government Appropriations & Oversight,Connie Ladenburg,,,
2011-12,House Committee on General Government Appropriations & Oversight,Jamie Pedersen,,,
2011-12,House Committee on General Government Appropriations & Oversight,Kevin Van De Wege,,,
2011-12,House Committee on General Government Appropriations & Oversight,J.T. Wilcox,,,
2011-12,House Committee on Health & Human Services Appropriations & Oversight,Mary Lou Dickerson,1,,
2011-12,House Committee on Health & Human Services Appropriations & Oversight,Sherry Appleton,,1,
2011-12,House Committee on Health & Human Services Appropriations & Oversight,Norm Johnson,,,
2011-12,House Committee on Health & Human Services Appropriations & Oversight,Joe Schmick,,,
2011-12,House Committee on Health & Human Services Appropriations & Oversight,Eileen Cody,,,
2011-12,House Committee on Health & Human Services Appropriations & Oversight,Tami Green,,,
2011-12,House Committee on Health & Human Services Appropriations & Oversight,Paul Harris,,,
2011-12,House Committee on Health & Human Services Appropriations & Oversight,Ruth Kagi,,,
2011-12,House Committee on Health & Human Services Appropriations & Oversight,Jason Overstreet,,,
2011-12,House Committee on Health & Human Services Appropriations & Oversight,Eric Pettigrew,,,
2011-12,House Committee on Health & Human Services Appropriations & Oversight,Maureen Walsh,,,
2011-12,House Committee on Health Care & Wellness,Eileen Cody,1,,
2011-12,House Committee on Health Care & Wellness,Laurie Jinkins,,1,
2011-12,House Committee on Health Care & Wellness,Joe Schmick,,,
2011-12,House Committee on Health Care & Wellness,Bill Hinkle,,,
2011-12,House Committee on Health Care & Wellness,Barbara Bailey,,,
2011-12,House Committee on Health Care & Wellness,Judy Clibborn,,,
2011-12,House Committee on Health Care & Wellness,Tami Green,,,
2011-12,House Committee on Health Care & Wellness,Paul Harris,,,
2011-12,House Committee on Health Care & Wellness,Troy Kelley,,,
2011-12,House Committee on Health Care & Wellness,Jim Moeller,,,
2011-12,House Committee on Health Care & Wellness,Kevin Van De Wege,,,
2011-12,House Committee on Higher Education,Larry Haler,,,
2011-12,House Committee on Higher Education,Larry Seaquist,1,,
2011-12,House Committee on Higher Education,Reuven Carlyle,,1,
2011-12,House Committee on Higher Education,Kevin Parker,,,
2011-12,House Committee on Higher Education,Katrina Asay,,,
2011-12,House Committee on Higher Education,Vincent Buys,,,
2011-12,House Committee on Higher Education,Larry Crouse,,,
2011-12,House Committee on Higher Education,Susan Fagan,,,
2011-12,House Committee on Higher Education,Bob Hasegawa,,,
2011-12,House Committee on Higher Education,Jim Jacks,,,
2011-12,House Committee on Higher Education,Gerry Pollet,,,
2011-12,House Committee on Higher Education,Tim Probst,,,
2011-12,House Committee on Higher Education,Chris Reykdal,,,
2011-12,House Committee on Higher Education,Mike Sells,,,
2011-12,House Committee on Higher Education,Larry Springer,,,
2011-12,House Committee on Higher Education,Judy Warnick,,,
2011-12,House Committee on Higher Education,Sharon Wylie,,,
2011-12,House Committee on Higher Education,Hans Zeiger,,,
2011-12,House Committee on Judiciary,Jamie Pedersen,1,,
2011-12,House Committee on Judiciary,Roger Goodman,,1,
2011-12,House Committee on Judiciary,Jay Rodne,,,
2011-12,House Committee on Judiciary,Matt Shea,,,
2011-12,House Committee on Judiciary,Bruce Chandler,,,
2011-12,House Committee on Judiciary,Deb Eddy,,,
2011-12,House Committee on Judiciary,David Frockt,,,
2011-12,House Committee on Judiciary,Drew Hansen,,,
2011-12,House Committee on Judiciary,Steve Kirby,,,
2011-12,House Committee on Judiciary,Brad Klippert,,,
2011-12,House Committee on Judiciary,Terry Nealey,,,
2011-12,House Committee on Judiciary,Tina Orwall,,,
2011-12,House Committee on Judiciary,Ann Rivers,,,
2011-12,House Committee on Judiciary,Mary Helen Roberts,,,
2011-12,House Committee on Labor & Workforce Development,Mike Sells,1,,
2011-12,House Committee on Labor & Workforce Development,Chris Reykdal,,1,
2011-12,House Committee on Labor & Workforce Development,Cary Condotta,,,
2011-12,House Committee on Labor & Workforce Development,Matt Shea,,,
2011-12,House Committee on Labor & Workforce Development,Susan Fagan,,,
2011-12,House Committee on Labor & Workforce Development,Tami Green,,,
2011-12,House Committee on Labor & Workforce Development,Phyllis Gutierrez Kenney,,,
2011-12,House Committee on Labor & Workforce Development,Mark Miloscia,,,
2011-12,House Committee on Labor & Workforce Development,Jim Moeller,,,
2011-12,House Committee on Labor & Workforce Development,Timm Ormsby,,,
2011-12,House Committee on Labor & Workforce Development,Mary Helen Roberts,,,
2011-12,House Committee on Labor & Workforce Development,David Taylor,,,
2011-12,House Committee on Labor & Workforce Development,Judy Warnick,,,
2011-12,House Committee on Local Government,Dean Takko,1,,
2011-12,House Committee on Local Government,Joe Fitzgibbon,,,
2011-12,House Committee on Local Government,Jan Angel,,,
2011-12,House Committee on Local Government,Jason Overstreet,,,
2011-12,House Committee on Local Government,Katrina Asay,,,
2011-12,House Committee on Local Government,Jay Rodne,,,
2011-12,House Committee on Local Government,Norma Smith,,,
2011-12,House Committee on Local Government,Larry Springer,,,
2011-12,House Committee on Local Government,Steve Tharinger,,1,
2011-12,House Committee on Local Government,Dave Upthegrove,,,
2011-12,House Committee on Public Safety & Emergency Preparedness,Christopher Hurst,1,,
2011-12,House Committee on Public Safety & Emergency Preparedness,Connie Ladenburg,,1,
2011-12,House Committee on Public Safety & Emergency Preparedness,Kirk Pearson,,,
2011-12,House Committee on Public Safety & Emergency Preparedness,Brad Klippert,,,
2011-12,House Committee on Public Safety & Emergency Preparedness,Sherry Appleton,,,
2011-12,House Committee on Public Safety & Emergency Preparedness,Mike Armstrong,,,
2011-12,House Committee on Public Safety & Emergency Preparedness,Roger Goodman,,,
2011-12,House Committee on Public Safety & Emergency Preparedness,Mike Hope,,,
2011-12,House Committee on Public Safety & Emergency Preparedness,Steve Kirby,,,
2011-12,House Committee on Public Safety & Emergency Preparedness,Luis Moscoso,,,
2011-12,House Committee on Public Safety & Emergency Preparedness,Charles Ross,,,
2011-12,House Committee on Rules,Frank Chopp,1,,
2011-12,House Committee on Rules,Richard DeBolt,,,
2011-12,House Committee on Rules,Jan Angel,,,
2011-12,House Committee on Rules,Mike Armstrong,,,
2011-12,House Committee on Rules,Barbara Bailey,,,
2011-12,House Committee on Rules,Cathy Dahlquist,,,
2011-12,House Committee on Rules,Deb Eddy,,,
2011-12,House Committee on Rules,David Frockt,,,
2011-12,House Committee on Rules,Roger Goodman,,,
2011-12,House Committee on Rules,Tami Green,,,
2011-12,House Committee on Rules,Bob Hasegawa,,,
2011-12,House Committee on Rules,Bill Hinkle,,,
2011-12,House Committee on Rules,Norm Johnson,,,
2011-12,House Committee on Rules,Troy Kelley,,,
2011-12,House Committee on Rules,Joel Kretz,,,
2011-12,House Committee on Rules,Dan Kristiansen,,,
2011-12,House Committee on Rules,Marcie Maxwell,,,
2011-12,House Committee on Rules,Jim Moeller,,,
2011-12,House Committee on Rules,Tina Orwall,,,
2011-12,House Committee on Rules,Eric Pettigrew,,,
2011-12,House Committee on Rules,Tim Probst,,,
2011-12,House Committee on Rules,Ann Rivers,,,
2011-12,House Committee on Rules,Cindy Ryu,,,
2011-12,House Committee on Rules,Joe Schmick,,,
2011-12,House Committee on Rules,Shelly Short,,,
2011-12,House Committee on Rules,Larry Springer,,,
2011-12,House Committee on Rules,Pat Sullivan,,,
2011-12,House Committee on Rules,Kevin Van De Wege,,,
2011-12,House Committee on Rules,Judy Warnick,,,
2011-12,House Committee on State Government & Tribal Affairs,Sam Hunt,1,,
2011-12,House Committee on State Government & Tribal Affairs,Sherry Appleton,,1,
2011-12,House Committee on State Government & Tribal Affairs,David Taylor,,,
2011-12,House Committee on State Government & Tribal Affairs,Jason Overstreet,,,
2011-12,House Committee on State Government & Tribal Affairs,Gary Alexander,,,
2011-12,House Committee on State Government & Tribal Affairs,Cary Condotta,,,
2011-12,House Committee on State Government & Tribal Affairs,Jeannie Darneille,,,
2011-12,House Committee on State Government & Tribal Affairs,Hans Dunshee,,,
2011-12,House Committee on State Government & Tribal Affairs,Christopher Hurst,,,
2011-12,House Committee on State Government & Tribal Affairs,John McCoy,,,
2011-12,House Committee on State Government & Tribal Affairs,Mark Miloscia,,,
2011-12,"House Committee on Technology, Energy & Communications",John McCoy,1,,
2011-12,"House Committee on Technology, Energy & Communications",Deb Eddy,,,
2011-12,"House Committee on Technology, Energy & Communications",David Frockt,,,
2011-12,"House Committee on Technology, Energy & Communications",Jim Jacks,,1,
2011-12,"House Committee on Technology, Energy & Communications",Larry Crouse,,,
2011-12,"House Committee on Technology, Energy & Communications",Shelly Short,,,
2011-12,"House Committee on Technology, Energy & Communications",Glenn Anderson,,,
2011-12,"House Committee on Technology, Energy & Communications",Andy Billig,,,
2011-12,"House Committee on Technology, Energy & Communications",Reuven Carlyle,,,
2011-12,"House Committee on Technology, Energy & Communications",Cathy Dahlquist,,,
2011-12,"House Committee on Technology, Energy & Communications",Larry Haler,,,
2011-12,"House Committee on Technology, Energy & Communications",Paul Harris,,,
2011-12,"House Committee on Technology, Energy & Communications",Bob Hasegawa,,,
2011-12,"House Committee on Technology, Energy & Communications",Zack Hudgins,,,
2011-12,"House Committee on Technology, Energy & Communications",Troy Kelley,,,
2011-12,"House Committee on Technology, Energy & Communications",Dan Kristiansen,,,
2011-12,"House Committee on Technology, Energy & Communications",Marko Liias,,,
2011-12,"House Committee on Technology, Energy & Communications",Jim McCune,,,
2011-12,"House Committee on Technology, Energy & Communications",Jeff Morris,,,
2011-12,"House Committee on Technology, Energy & Communications",Terry Nealey,,,
2011-12,"House Committee on Technology, Energy & Communications",Sharon Wylie,,,
2011-12,House Committee on Transportation,Judy Clibborn,1,,
2011-12,House Committee on Transportation,Andy Billig,,1,
2011-12,House Committee on Transportation,Marko Liias,,,
2011-12,House Committee on Transportation,Mike Armstrong,,,
2011-12,House Committee on Transportation,Mark Hargrove,,,
2011-12,House Committee on Transportation,Jan Angel,,,
2011-12,House Committee on Transportation,Katrina Asay,,,
2011-12,House Committee on Transportation,Deb Eddy,,,
2011-12,House Committee on Transportation,Fred Finn,,,
2011-12,House Committee on Transportation,Joe Fitzgibbon,,,
2011-12,House Committee on Transportation,Drew Hansen,,,
2011-12,House Committee on Transportation,Laurie Jinkins,,,
2011-12,House Committee on Transportation,Norm Johnson,,,
2011-12,House Committee on Transportation,Brad Klippert,,,
2011-12,House Committee on Transportation,Dan Kristiansen,,,
2011-12,House Committee on Transportation,Connie Ladenburg,,,
2011-12,House Committee on Transportation,Jim McCune,,,
2011-12,House Committee on Transportation,Jim Moeller,,,
2011-12,House Committee on Transportation,Jeff Morris,,,
2011-12,House Committee on Transportation,Luis Moscoso,,,
2011-12,House Committee on Transportation,Jason Overstreet,,,
2011-12,House Committee on Transportation,Liz Pike,,,
2011-12,House Committee on Transportation,Chris Reykdal,,,
2011-12,House Committee on Transportation,Ann Rivers,,,
2011-12,House Committee on Transportation,Jay Rodne,,,
2011-12,House Committee on Transportation,Christine Rolfes,,,
2011-12,House Committee on Transportation,Cindy Ryu,,,
2011-12,House Committee on Transportation,Matt Shea,,,
2011-12,House Committee on Transportation,Dean Takko,,,
2011-12,House Committee on Transportation,Dave Upthegrove,,,
2011-12,House Committee on Transportation,Hans Zeiger,,,
2011-12,House Committee on Ways & Means,Ross Hunter,1,,
2011-12,House Committee on Ways & Means,Jeannie Darneille,,1,
2011-12,House Committee on Ways & Means,Bob Hasegawa,,,
2011-12,House Committee on Ways & Means,Gary Alexander,,,
2011-12,House Committee on Ways & Means,Barbara Bailey,,,
2011-12,House Committee on Ways & Means,Bruce Dammeier,,,
2011-12,House Committee on Ways & Means,Ed Orcutt,,,
2011-12,House Committee on Ways & Means,Reuven Carlyle,,,
2011-12,House Committee on Ways & Means,Bruce Chandler,,,
2011-12,House Committee on Ways & Means,Eileen Cody,,,
2011-12,House Committee on Ways & Means,Mary Lou Dickerson,,,
2011-12,House Committee on Ways & Means,Kathy Haigh,,,
2011-12,House Committee on Ways & Means,Larry Haler,,,
2011-12,House Committee on Ways & Means,Bill Hinkle,,,
2011-12,House Committee on Ways & Means,Zack Hudgins,,,
2011-12,House Committee on Ways & Means,Sam Hunt,,,
2011-12,House Committee on Ways & Means,Ruth Kagi,,,
2011-12,House Committee on Ways & Means,Phyllis Gutierrez Kenney,,,
2011-12,House Committee on Ways & Means,Timm Ormsby,,,
2011-12,House Committee on Ways & Means,Kevin Parker,,,
2011-12,House Committee on Ways & Means,Eric Pettigrew,,,
2011-12,House Committee on Ways & Means,Charles Ross,,,
2011-12,House Committee on Ways & Means,Joe Schmick,,,
2011-12,House Committee on Ways & Means,Larry Seaquist,,,
2011-12,House Committee on Ways & Means,Larry Springer,,,
2011-12,House Committee on Ways & Means,Pat Sullivan,,,
2011-12,House Committee on Ways & Means,J.T. Wilcox,,,
2011-12,Senate Committee on Agriculture & Rural Economic Development,Brian Hatfield,1,,
2011-12,Senate Committee on Agriculture & Rural Economic Development,Paull Shin,,1,
2011-12,Senate Committee on Agriculture & Rural Economic Development,Randi Becker,,,
2011-12,Senate Committee on Agriculture & Rural Economic Development,Jerome Delvin,,,
2011-12,Senate Committee on Agriculture & Rural Economic Development,Mary Margaret Haugen,,,
2011-12,Senate Committee on Agriculture & Rural Economic Development,Steve Hobbs,,,
2011-12,Senate Committee on Agriculture & Rural Economic Development,Jim Honeyford,,,
2011-12,Senate Committee on Agriculture & Rural Economic Development,Mark Schoesler,,,
2011-12,"Senate Committee on Agriculture, Water & Rural Economic Development",Brian Hatfield,,,
2011-12,"Senate Committee on Agriculture, Water & Rural Economic Development",Paull Shin,,,
2011-12,"Senate Committee on Agriculture, Water & Rural Economic Development",Jim Honeyford,,,
2011-12,"Senate Committee on Agriculture, Water & Rural Economic Development",Randi Becker,,,
2011-12,"Senate Committee on Agriculture, Water & Rural Economic Development",Jerome Delvin,,,
2011-12,"Senate Committee on Agriculture, Water & Rural Economic Development",Mary Margaret Haugen,,,
2011-12,"Senate Committee on Agriculture, Water & Rural Economic Development",Steve Hobbs,,,
2011-12,"Senate Committee on Agriculture, Water & Rural Economic Development",Mark Schoesler,,,
2011-12,Senate Committee on Early Learning & K-12 Education,Rosemary McAuliffe,1,,
2011-12,Senate Committee on Early Learning & K-12 Education,Christine Rolfes,,,
2011-12,Senate Committee on Early Learning & K-12 Education,Steve Litzow,,,
2011-12,Senate Committee on Early Learning & K-12 Education,Tracey Eide,,,
2011-12,Senate Committee on Early Learning & K-12 Education,Joe Fain,,,
2011-12,Senate Committee on Early Learning & K-12 Education,Nick Harper,,1,
2011-12,Senate Committee on Early Learning & K-12 Education,Andy Hill,,,
2011-12,Senate Committee on Early Learning & K-12 Education,Steve Hobbs,,,
2011-12,Senate Committee on Early Learning & K-12 Education,Curtis King,,,
2011-12,Senate Committee on Early Learning & K-12 Education,Sharon Nelson,,,
2011-12,Senate Committee on Early Learning & K-12 Education,Phil Rockefeller,,,
2011-12,Senate Committee on Early Learning & K-12 Education,Rodney Tom,,,
2011-12,"Senate Committee on Economic Development, Trade & Innovation",Jim Kastama,1,,
2011-12,"Senate Committee on Economic Development, Trade & Innovation",Maralyn Chase,,1,
2011-12,"Senate Committee on Economic Development, Trade & Innovation",Michael Baumgartner,,,
2011-12,"Senate Committee on Economic Development, Trade & Innovation",Doug Ericksen,,,
2011-12,"Senate Committee on Economic Development, Trade & Innovation",Brian Hatfield,,,
2011-12,"Senate Committee on Economic Development, Trade & Innovation",Jan_a Holmquist Newbry,,,
2011-12,"Senate Committee on Economic Development, Trade & Innovation",Derek Kilmer,,,
2011-12,"Senate Committee on Economic Development, Trade & Innovation",Paull Shin,,,
2011-12,"Senate Committee on Economic Development, Trade & Innovation",Joseph Zarelli,,,
2011-12,"Senate Committee on Energy, Natural Resources & Marine Waters",Kevin Ranker,,,
2011-12,"Senate Committee on Energy, Natural Resources & Marine Waters",Debbie Regala,,,
2011-12,"Senate Committee on Energy, Natural Resources & Marine Waters",Jerome Delvin,,,
2011-12,"Senate Committee on Energy, Natural Resources & Marine Waters",Bob Morton,,,
2011-12,"Senate Committee on Energy, Natural Resources & Marine Waters",Karen Fraser,,,
2011-12,"Senate Committee on Energy, Natural Resources & Marine Waters",James Hargrove,,,
2011-12,"Senate Committee on Energy, Natural Resources & Marine Waters",Ed Murray,,,
2011-12,"Senate Committee on Energy, Natural Resources & Marine Waters",Val Stevens,,,
2011-12,"Senate Committee on Energy, Natural Resources & Marine Waters",Dan Swecker,,,
2011-12,Senate Committee on Environment,Sharon Nelson,,,
2011-12,Senate Committee on Environment,Christine Rolfes,,,
2011-12,Senate Committee on Environment,Doug Ericksen,,,
2011-12,Senate Committee on Environment,Maralyn Chase,,,
2011-12,Senate Committee on Environment,Karen Fraser,,,
2011-12,Senate Committee on Environment,Jan_a Holmquist Newbry,,,
2011-12,Senate Committee on Environment,Jim Honeyford,,,
2011-12,Senate Committee on Environment,Bob Morton,,,
2011-12,Senate Committee on Environment,Craig Pridemore,,,
2011-12,Senate Committee on Environment,Tim Sheldon,,,
2011-12,"Senate Committee on Environment, Water & Energy",Sharon Nelson,,1,
2011-12,"Senate Committee on Environment, Water & Energy",Phil Rockefeller,1,,
2011-12,"Senate Committee on Environment, Water & Energy",Christine Rolfes,,,
2011-12,"Senate Committee on Environment, Water & Energy",Jim Honeyford,,,
2011-12,"Senate Committee on Environment, Water & Energy",Maralyn Chase,,,
2011-12,"Senate Committee on Environment, Water & Energy",Jerome Delvin,,,
2011-12,"Senate Committee on Environment, Water & Energy",Karen Fraser,,,
2011-12,"Senate Committee on Environment, Water & Energy",Jan_a Holmquist Newbry,,,
2011-12,"Senate Committee on Environment, Water & Energy",Bob Morton,,,
2011-12,"Senate Committee on Environment, Water & Energy",Kevin Ranker,,,
2011-12,"Senate Committee on Financial Institutions, Housing & Insurance",Steve Hobbs,1,,
2011-12,"Senate Committee on Financial Institutions, Housing & Insurance",Margarita Prentice,,1,
2011-12,"Senate Committee on Financial Institutions, Housing & Insurance",Don Benton,,,
2011-12,"Senate Committee on Financial Institutions, Housing & Insurance",Joe Fain,,,
2011-12,"Senate Committee on Financial Institutions, Housing & Insurance",Mary Margaret Haugen,,,
2011-12,"Senate Committee on Financial Institutions, Housing & Insurance",Karen Keiser,,,
2011-12,"Senate Committee on Financial Institutions, Housing & Insurance",Steve Litzow,,,
2011-12,"Senate Committee on Government Operations, Tribal Relations & Elections",Craig Pridemore,1,,
2011-12,"Senate Committee on Government Operations, Tribal Relations & Elections",Margarita Prentice,,1,
2011-12,"Senate Committee on Government Operations, Tribal Relations & Elections",Dan Swecker,,,
2011-12,"Senate Committee on Government Operations, Tribal Relations & Elections",Don Benton,,,
2011-12,"Senate Committee on Government Operations, Tribal Relations & Elections",Maralyn Chase,,,
2011-12,"Senate Committee on Government Operations, Tribal Relations & Elections",Sharon Nelson,,,
2011-12,"Senate Committee on Government Operations, Tribal Relations & Elections",Pam Roach,,,
2011-12,Senate Committee on Health & Long-Term Care,Karen Keiser,1,,
2011-12,Senate Committee on Health & Long-Term Care,Steve Conway,,1,
2011-12,Senate Committee on Health & Long-Term Care,Randi Becker,,,
2011-12,Senate Committee on Health & Long-Term Care,Mike Carrell,,,
2011-12,Senate Committee on Health & Long-Term Care,David Frockt,,,
2011-12,Senate Committee on Health & Long-Term Care,Adam Kline,,,
2011-12,Senate Committee on Health & Long-Term Care,Ed Murray,,,
2011-12,Senate Committee on Health & Long-Term Care,Linda Evans Parlette,,,
2011-12,Senate Committee on Health & Long-Term Care,Cheryl Pflug,,,
2011-12,Senate Committee on Health & Long-Term Care,Craig Pridemore,,,
2011-12,Senate Committee on Higher Education & Workforce Development,Rodney Tom,1,,
2011-12,Senate Committee on Higher Education & Workforce Development,Paull Shin,,1,
2011-12,Senate Committee on Higher Education & Workforce Development,Andy Hill,,,
2011-12,Senate Committee on Higher Education & Workforce Development,Michael Baumgartner,,,
2011-12,Senate Committee on Higher Education & Workforce Development,Randi Becker,,,
2011-12,Senate Committee on Higher Education & Workforce Development,Doug Ericksen,,,
2011-12,Senate Committee on Higher Education & Workforce Development,David Frockt,,,
2011-12,Senate Committee on Higher Education & Workforce Development,Jim Kastama,,,
2011-12,Senate Committee on Higher Education & Workforce Development,Derek Kilmer,,,
2011-12,Senate Committee on Higher Education & Workforce Development,Val Stevens,,,
2011-12,Senate Committee on Higher Education & Workforce Development,Scott White,,,
2011-12,Senate Committee on Human Services & Corrections,James Hargrove,1,,
2011-12,Senate Committee on Human Services & Corrections,Debbie Regala,,1,
2011-12,Senate Committee on Human Services & Corrections,Val Stevens,,,
2011-12,Senate Committee on Human Services & Corrections,Jeff Baxter,,,
2011-12,Senate Committee on Human Services & Corrections,Mike Carrell,,,
2011-12,Senate Committee on Human Services & Corrections,Nick Harper,,,
2011-12,Senate Committee on Human Services & Corrections,Rosemary McAuliffe,,,
2011-12,Senate Committee on Human Services & Corrections,Mike Padden,,,
2011-12,Senate Committee on Judiciary,Adam Kline,1,,
2011-12,Senate Committee on Judiciary,Nick Harper,,1,
2011-12,Senate Committee on Judiciary,Cheryl Pflug,,,
2011-12,Senate Committee on Judiciary,Jeff Baxter,,,
2011-12,Senate Committee on Judiciary,Mike Carrell,,,
2011-12,Senate Committee on Judiciary,James Hargrove,,,
2011-12,Senate Committee on Judiciary,Jeanne Kohl-Welles,,,
2011-12,Senate Committee on Judiciary,Mike Padden,,,
2011-12,Senate Committee on Judiciary,Debbie Regala,,,
2011-12,Senate Committee on Judiciary,Pam Roach,,,
2011-12,"Senate Committee on Labor, Commerce & Consumer Protection",Jeanne Kohl-Welles,1,,
2011-12,"Senate Committee on Labor, Commerce & Consumer Protection",Steve Conway,,1,
2011-12,"Senate Committee on Labor, Commerce & Consumer Protection",Jan_a Holmquist Newbry,,,
2011-12,"Senate Committee on Labor, Commerce & Consumer Protection",Curtis King,,,
2011-12,"Senate Committee on Labor, Commerce & Consumer Protection",Mike Hewitt,,,
2011-12,"Senate Committee on Labor, Commerce & Consumer Protection",Karen Keiser,,,
2011-12,"Senate Committee on Labor, Commerce & Consumer Protection",Adam Kline,,,
2011-12,Senate Committee on Natural Resources & Marine Waters,Kevin Ranker,1,,
2011-12,Senate Committee on Natural Resources & Marine Waters,Debbie Regala,,1,
2011-12,Senate Committee on Natural Resources & Marine Waters,Bob Morton,,,
2011-12,Senate Committee on Natural Resources & Marine Waters,Karen Fraser,,,
2011-12,Senate Committee on Natural Resources & Marine Waters,James Hargrove,,,
2011-12,Senate Committee on Natural Resources & Marine Waters,Val Stevens,,,
2011-12,Senate Committee on Natural Resources & Marine Waters,Dan Swecker,,,
2011-12,Senate Committee on Rules,Brad Owen,1,,
2011-12,Senate Committee on Rules,Margarita Prentice,,1,
2011-12,Senate Committee on Rules,Mike Hewitt,,,
2011-12,Senate Committee on Rules,Don Benton,,,
2011-12,Senate Committee on Rules,Lisa Brown,,,
2011-12,Senate Committee on Rules,Mike Carrell,,,
2011-12,Senate Committee on Rules,Steve Conway,,,
2011-12,Senate Committee on Rules,Tracey Eide,,,
2011-12,Senate Committee on Rules,Karen Fraser,,,
2011-12,Senate Committee on Rules,Nick Harper,,,
2011-12,Senate Committee on Rules,Mary Margaret Haugen,,,
2011-12,Senate Committee on Rules,Karen Keiser,,,
2011-12,Senate Committee on Rules,Curtis King,,,
2011-12,Senate Committee on Rules,Adam Kline,,,
2011-12,Senate Committee on Rules,Jeanne Kohl-Welles,,,
