biennium,committee,name,isChair,isVice,
2011-12,Senate Committee on Rules,Rosemary McAuliffe,,,
2011-12,Senate Committee on Rules,Linda Evans Parlette,,,
2011-12,Senate Committee on Rules,Cheryl Pflug,,,
2011-12,Senate Committee on Rules,Debbie Regala,,,
2011-12,Senate Committee on Rules,Phil Rockefeller,,,
2011-12,Senate Committee on Rules,Mark Schoesler,,,
2011-12,Senate Committee on Rules,Val Stevens,,,
2011-12,Senate Committee on Rules,Scott White,,,
2011-12,Senate Committee on Rules,Joseph Zarelli,,,
2011-12,Senate Committee on Transportation,Mary Margaret Haugen,1,,
2011-12,Senate Committee on Transportation,Tracey Eide,,,
2011-12,Senate Committee on Transportation,Scott White,,1,
2011-12,Senate Committee on Transportation,Curtis King,,,
2011-12,Senate Committee on Transportation,Joe Fain,,,
2011-12,Senate Committee on Transportation,Jerome Delvin,,,
2011-12,Senate Committee on Transportation,Doug Ericksen,,,
2011-12,Senate Committee on Transportation,David Frockt,,,
2011-12,Senate Committee on Transportation,Andy Hill,,,
2011-12,Senate Committee on Transportation,Steve Hobbs,,,
2011-12,Senate Committee on Transportation,Steve Litzow,,,
2011-12,Senate Committee on Transportation,Sharon Nelson,,,
2011-12,Senate Committee on Transportation,Margarita Prentice,,,
2011-12,Senate Committee on Transportation,Kevin Ranker,,,
2011-12,Senate Committee on Transportation,Christine Rolfes,,,
2011-12,Senate Committee on Transportation,Tim Sheldon,,,
2011-12,Senate Committee on Transportation,Paull Shin,,,
2011-12,Senate Committee on Transportation,Dan Swecker,,,
2011-12,Senate Committee on Ways & Means,Ed Murray,1,,
2011-12,Senate Committee on Ways & Means,Derek Kilmer,,1,
2011-12,Senate Committee on Ways & Means,Jim Honeyford,,,
2011-12,Senate Committee on Ways & Means,James Hargrove,,,
2011-12,Senate Committee on Ways & Means,Dino Rossi,,,
2011-12,Senate Committee on Ways & Means,Joseph Zarelli,,,
2011-12,Senate Committee on Ways & Means,Karen Keiser,,,
2011-12,Senate Committee on Ways & Means,Michael Baumgartner,,,
2011-12,Senate Committee on Ways & Means,Jeff Baxter,,,
2011-12,Senate Committee on Ways & Means,Lisa Brown,,,
2011-12,Senate Committee on Ways & Means,Steve Conway,,,
2011-12,Senate Committee on Ways & Means,Karen Fraser,,,
2011-12,Senate Committee on Ways & Means,Nick Harper,,,
2011-12,Senate Committee on Ways & Means,Brian Hatfield,,,
2011-12,Senate Committee on Ways & Means,Mike Hewitt,,,
2011-12,Senate Committee on Ways & Means,Jan_a Holmquist Newbry,,,
2011-12,Senate Committee on Ways & Means,Jim Kastama,,,
2011-12,Senate Committee on Ways & Means,Jeanne Kohl-Welles,,,
2011-12,Senate Committee on Ways & Means,Mike Padden,,,
2011-12,Senate Committee on Ways & Means,Linda Evans Parlette,,,
2011-12,Senate Committee on Ways & Means,Cheryl Pflug,,,
2011-12,Senate Committee on Ways & Means,Craig Pridemore,,,
2011-12,Senate Committee on Ways & Means,Debbie Regala,,,
2011-12,Senate Committee on Ways & Means,Phil Rockefeller,,,
2011-12,Senate Committee on Ways & Means,Mark Schoesler,,,
2011-12,Senate Committee on Ways & Means,Rodney Tom,,,
2013-14,House Committee on Agriculture & Natural Resources,Kristine Lytton,,1,
2013-14,House Committee on Agriculture & Natural Resources,Vincent Buys,,,
2013-14,House Committee on Agriculture & Natural Resources,Brian Blake,1,,
2013-14,House Committee on Agriculture & Natural Resources,Drew MacEwen,,,
2013-14,House Committee on Agriculture & Natural Resources,Bruce Chandler,,,
2013-14,House Committee on Agriculture & Natural Resources,Hans Dunshee,,,
2013-14,House Committee on Agriculture & Natural Resources,Kathy Haigh,,,
2013-14,House Committee on Agriculture & Natural Resources,Christopher Hurst,,,
2013-14,House Committee on Agriculture & Natural Resources,Joel Kretz,,,
2013-14,House Committee on Agriculture & Natural Resources,Ed Orcutt,,,
2013-14,House Committee on Agriculture & Natural Resources,Eric Pettigrew,,,
2013-14,House Committee on Agriculture & Natural Resources,Joe Schmick,,,
2013-14,House Committee on Agriculture & Natural Resources,Derek Stanford,,,
2013-14,House Committee on Agriculture & Natural Resources,Kevin Van De Wege,,,
2013-14,House Committee on Agriculture & Natural Resources,Judy Warnick,,,
2013-14,House Committee on Appropriations,Timm Ormsby,,1,
2013-14,House Committee on Appropriations,Bruce Chandler,,,
2013-14,House Committee on Appropriations,Ross Hunter,1,,
2013-14,House Committee on Appropriations,Gary Alexander,,,
2013-14,House Committee on Appropriations,Charles Ross,,,
2013-14,House Committee on Appropriations,J.T. Wilcox,,,
2013-14,House Committee on Appropriations,Vincent Buys,,,
2013-14,House Committee on Appropriations,Reuven Carlyle,,,
2013-14,House Committee on Appropriations,Leonard Christian,,,
2013-14,House Committee on Appropriations,Eileen Cody,,,
2013-14,House Committee on Appropriations,Cathy Dahlquist,,,
2013-14,House Committee on Appropriations,Hans Dunshee,,,
2013-14,House Committee on Appropriations,Susan Fagan,,,
2013-14,House Committee on Appropriations,Tami Green,,,
2013-14,House Committee on Appropriations,Kathy Haigh,,,
2013-14,House Committee on Appropriations,Larry Haler,,,
2013-14,House Committee on Appropriations,Paul Harris,,,
2013-14,House Committee on Appropriations,Zack Hudgins,,,
2013-14,House Committee on Appropriations,Graham Hunt,,,
2013-14,House Committee on Appropriations,Sam Hunt,,,
2013-14,House Committee on Appropriations,Laurie Jinkins,,,
2013-14,House Committee on Appropriations,Ruth Kagi,,,
2013-14,House Committee on Appropriations,Joel Kretz,,,
2013-14,House Committee on Appropriations,Kristine Lytton,,,
2013-14,House Committee on Appropriations,Marcie Maxwell,,,
2013-14,House Committee on Appropriations,Dawn Morrell,,,
2013-14,House Committee on Appropriations,Kevin Parker,,,
2013-14,House Committee on Appropriations,Jamie Pedersen,,,
2013-14,House Committee on Appropriations,Eric Pettigrew,,,
2013-14,House Committee on Appropriations,Liz Pike,,,
2013-14,House Committee on Appropriations,Joe Schmick,,,
2013-14,House Committee on Appropriations,Larry Seaquist,,,
2013-14,House Committee on Appropriations,Larry Springer,,,
2013-14,House Committee on Appropriations,Pat Sullivan,,,
2013-14,House Committee on Appropriations,David Taylor,,,
2013-14,House Committee on Appropriations,Steve Tharinger,,,
2013-14,House Committee on Appropriations,Brandon Vick,,,
2013-14,House Committee on Appropriations Subcommittee on Education,Kathy Haigh,1,,
2013-14,House Committee on Appropriations Subcommittee on Education,Susan Fagan,,,
2013-14,House Committee on Appropriations Subcommittee on Education,Reuven Carlyle,,,
2013-14,House Committee on Appropriations Subcommittee on Education,Cathy Dahlquist,,,
2013-14,House Committee on Appropriations Subcommittee on Education,Larry Haler,,,
2013-14,House Committee on Appropriations Subcommittee on Education,Kristine Lytton,,,
2013-14,House Committee on Appropriations Subcommittee on Education,Marcie Maxwell,,,
2013-14,House Committee on Appropriations Subcommittee on Education,Eric Pettigrew,,,
2013-14,House Committee on Appropriations Subcommittee on Education,Larry Seaquist,,,
2013-14,House Committee on Appropriations Subcommittee on Education,Pat Sullivan,,,
2013-14,House Committee on Appropriations Subcommittee on Education,Brandon Vick,,,
2013-14,House Committee on Appropriations Subcommittee on Education,J.T. Wilcox,,,
2013-14,House Committee on Appropriations Subcommittee on General Government & Information Technology,Zack Hudgins,1,,
2013-14,House Committee on Appropriations Subcommittee on General Government & Information Technology,Kevin Parker,,,
2013-14,House Committee on Appropriations Subcommittee on General Government & Information Technology,Vincent Buys,,,
2013-14,House Committee on Appropriations Subcommittee on General Government & Information Technology,Bruce Chandler,,,
2013-14,House Committee on Appropriations Subcommittee on General Government & Information Technology,Leonard Christian,,,
2013-14,House Committee on Appropriations Subcommittee on General Government & Information Technology,Hans Dunshee,,,
2013-14,House Committee on Appropriations Subcommittee on General Government & Information Technology,Sam Hunt,,,
2013-14,House Committee on Appropriations Subcommittee on General Government & Information Technology,Laurie Jinkins,,,
2013-14,House Committee on Appropriations Subcommittee on General Government & Information Technology,Jamie Pedersen,,,
2013-14,House Committee on Appropriations Subcommittee on General Government & Information Technology,Larry Springer,,,
2013-14,House Committee on Appropriations Subcommittee on General Government & Information Technology,David Taylor,,,
2013-14,House Committee on Appropriations Subcommittee on Health & Human Services,Dawn Morrell,1,,
2013-14,House Committee on Appropriations Subcommittee on Health & Human Services,Paul Harris,,,
2013-14,House Committee on Appropriations Subcommittee on Health & Human Services,Eileen Cody,,,
2013-14,House Committee on Appropriations Subcommittee on Health & Human Services,Tami Green,,,
2013-14,House Committee on Appropriations Subcommittee on Health & Human Services,Graham Hunt,,,
2013-14,House Committee on Appropriations Subcommittee on Health & Human Services,Laurie Jinkins,,,
2013-14,House Committee on Appropriations Subcommittee on Health & Human Services,Ruth Kagi,,,
2013-14,House Committee on Appropriations Subcommittee on Health & Human Services,Joel Kretz,,,
2013-14,House Committee on Appropriations Subcommittee on Health & Human Services,Timm Ormsby,,,
2013-14,House Committee on Appropriations Subcommittee on Health & Human Services,Liz Pike,,,
2013-14,House Committee on Appropriations Subcommittee on Health & Human Services,Charles Ross,,,
2013-14,House Committee on Appropriations Subcommittee on Health & Human Services,Joe Schmick,,,
2013-14,House Committee on Appropriations Subcommittee on Health & Human Services,Steve Tharinger,,,
2013-14,House Committee on Business & Financial Services,Steve Kirby,1,,
2013-14,House Committee on Business & Financial Services,Cindy Ryu,,1,
2013-14,House Committee on Business & Financial Services,Kevin Parker,,,
2013-14,House Committee on Business & Financial Services,Brandon Vick,,,
2013-14,House Committee on Business & Financial Services,Brian Blake,,,
2013-14,House Committee on Business & Financial Services,Bruce Chandler,,,
2013-14,House Committee on Business & Financial Services,Susan Fagan,,,
2013-14,House Committee on Business & Financial Services,Cyrus Habib,,,
2013-14,House Committee on Business & Financial Services,Brad Hawkins,,,
2013-14,House Committee on Business & Financial Services,Zack Hudgins,,,
2013-14,House Committee on Business & Financial Services,Graham Hunt,,,
2013-14,House Committee on Business & Financial Services,Christopher Hurst,,,
2013-14,House Committee on Business & Financial Services,Linda Kochmar,,,
2013-14,House Committee on Business & Financial Services,Drew MacEwen,,,
2013-14,House Committee on Business & Financial Services,Steve O'Ban,,,
2013-14,House Committee on Business & Financial Services,Sharon Tomiko Santos,,,
2013-14,House Committee on Business & Financial Services,Derek Stanford,,,
2013-14,House Committee on Capital Budget,Hans Dunshee,1,,
2013-14,House Committee on Capital Budget,Derek Stanford,,1,
2013-14,House Committee on Capital Budget,Richard DeBolt,,,
2013-14,House Committee on Capital Budget,Brad Hawkins,,,
2013-14,House Committee on Capital Budget,Drew MacEwen,,,
2013-14,House Committee on Capital Budget,Sherry Appleton,,,
2013-14,House Committee on Capital Budget,Leonard Christian,,,
2013-14,House Committee on Capital Budget,Jake Fey,,,
2013-14,House Committee on Capital Budget,Marcus Riccelli,,,
2013-14,House Committee on Capital Budget,June Robinson,,,
2013-14,House Committee on Capital Budget,Elizabeth Scott,,,
2013-14,House Committee on Capital Budget,Tana Senn,,,
2013-14,House Committee on Capital Budget,Norma Smith,,,
2013-14,House Committee on Capital Budget,Monica Stonier,,,
2013-14,House Committee on Capital Budget,Judy Warnick,,,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",David Sawyer,,,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",Sherry Appleton,,1,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",John McCoy,1,,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",Jan Angel,,,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",Norm Johnson,,,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",Jeff Holy,,,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",Richard DeBolt,,,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",Mia Gregerson,,,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",Larry Haler,,,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",Mike Hope,,,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",Liz Pike,,,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",June Robinson,,,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",Cindy Ryu,,,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",Sharon Tomiko Santos,,,
2013-14,"House Committee on Community Development, Housing & Tribal Affairs",Jesse Young,,,
2013-14,House Committee on Early Learning & Human Services,Ruth Kagi,1,,
2013-14,House Committee on Early Learning & Human Services,Roger Freeman,,1,
2013-14,House Committee on Early Learning & Human Services,Maureen Walsh,,,
2013-14,House Committee on Early Learning & Human Services,Elizabeth Scott,,,
2013-14,House Committee on Early Learning & Human Services,Susan Fagan,,,
2013-14,House Committee on Early Learning & Human Services,Jessyn Farrell,,,
2013-14,House Committee on Early Learning & Human Services,Roger Goodman,,,
2013-14,House Committee on Early Learning & Human Services,Drew MacEwen,,,
2013-14,House Committee on Early Learning & Human Services,Lillian Ortiz-Self,,,
2013-14,House Committee on Early Learning & Human Services,Jason Overstreet,,,
